player_id,team_id,of_def_flag,"Right Side(R), 8-16 ft.","Right Side(R), 16-24 ft.","Right Side(R), 24+ ft.","Left Side(L), 8-16 ft.","Left Side(L), 16-24 ft.","Left Side(L), 24+ ft.","Center(C), Less Than 8 ft.","Center(C), 8-16 ft.","Center(C), 16-24 ft.","Center(C), 24+ ft.","Right Side Center(RC), 16-24 ft.","Right Side Center(RC), 24+ ft.","Left Side Center(LC), 16-24 ft.","Left Side Center(LC), 24+ ft."
Jarell Martin,Memphis Grizzlies,def,133.0,259.0,157.0,396.0,126.0,128.0,31.0,2.0,276.0,45.0,45.0,14.0,21.0,164.0
Jarell Martin,Memphis Grizzlies,of,101.0,198.0,179.0,210.0,24.0,19.0,24.0,0.0,330.0,45.0,34.0,18.0,24.0,133.0
Jarrett Jack,Brooklyn Nets,def,7993.0,35578.0,8730.0,7972.0,7621.0,15054.0,3408.0,2791.0,9300.0,7682.0,13590.0,2391.0,2082.0,8060.0
Jarrett Jack,Brooklyn Nets,of,7923.0,34445.0,8586.0,8801.0,7907.0,14862.0,3358.0,2997.0,8644.0,7611.0,14424.0,2535.0,1658.0,9048.0
Jason Smith,Orlando Magic,def,8749.0,13223.0,9777.0,14053.0,3964.0,2364.0,1241.0,232.0,7411.0,4323.0,1808.0,940.0,216.0,6259.0
Jason Smith,Orlando Magic,of,7877.0,10625.0,8840.0,11054.0,3266.0,2049.0,1106.0,312.0,5631.0,2956.0,1312.0,978.0,159.0,5065.0
Jason Terry,Houston Rockets,def,4315.0,15505.0,3528.0,4928.0,5068.0,13546.0,3365.0,3998.0,7244.0,4532.0,11839.0,3585.0,3356.0,6056.0
Jason Terry,Houston Rockets,of,4364.0,13287.0,3888.0,4290.0,4556.0,12219.0,2876.0,3119.0,4960.0,4978.0,10510.0,2867.0,2913.0,5286.0
Jeff Green,Memphis Grizzlies,def,8488.0,22407.0,8796.0,15089.0,9501.0,18398.0,4579.0,2965.0,13485.0,9811.0,19611.0,4604.0,3948.0,14771.0
Jeff Green,Memphis Grizzlies,of,9749.0,23837.0,9919.0,17527.0,10096.0,21876.0,5445.0,4276.0,15247.0,10643.0,20040.0,5018.0,3831.0,15604.0
Jeff Teague,Atlanta Hawks,def,9515.0,36180.0,8086.0,9200.0,9582.0,24201.0,3740.0,1490.0,9709.0,10523.0,18684.0,2641.0,790.0,11373.0
Jeff Teague,Atlanta Hawks,of,10042.0,37135.0,9740.0,10133.0,9821.0,23743.0,3799.0,1266.0,10847.0,9437.0,18638.0,3088.0,1491.0,11455.0
Jeff Withey,Utah Jazz,def,8366.0,10163.0,10005.0,15821.0,3505.0,757.0,476.0,16.0,7763.0,2960.0,840.0,488.0,5.0,7637.0
Jeff Withey,Utah Jazz,of,9031.0,11090.0,10849.0,18732.0,3206.0,999.0,589.0,21.0,9605.0,3510.0,959.0,524.0,42.0,7695.0
Jerami Grant,Philadelphia 76ers,def,10819.0,22416.0,11692.0,21158.0,6806.0,9354.0,2789.0,2789.0,15387.0,6798.0,8739.0,3073.0,3608.0,14019.0
Jerami Grant,Philadelphia 76ers,of,11929.0,25286.0,13549.0,24232.0,7251.0,9856.0,3201.0,3209.0,16311.0,7425.0,9594.0,3267.0,3477.0,14585.0
Jeremy Lamb,Charlotte Hornets,def,4560.0,14243.0,5283.0,11130.0,6372.0,19469.0,3969.0,3197.0,11218.0,6450.0,15105.0,3455.0,4162.0,12031.0
Jeremy Lamb,Charlotte Hornets,of,4346.0,12247.0,4501.0,9587.0,6068.0,19637.0,3453.0,3802.0,10149.0,6358.0,15180.0,3074.0,4617.0,10985.0
Jeremy Lin,Charlotte Hornets,def,7225.0,30506.0,7847.0,10345.0,8287.0,19403.0,4362.0,3104.0,11808.0,7826.0,19629.0,4102.0,5524.0,10080.0
Jeremy Lin,Charlotte Hornets,of,6726.0,26697.0,7434.0,10479.0,9226.0,19571.0,4800.0,3331.0,11854.0,7377.0,20302.0,4626.0,7502.0,11338.0
Jerian Grant,New York Knicks,def,3952.0,18291.0,4450.0,7069.0,5770.0,12938.0,2846.0,1084.0,7077.0,5796.0,10771.0,2696.0,615.0,7011.0
Jerian Grant,New York Knicks,of,3726.0,15950.0,3660.0,7092.0,5275.0,12503.0,2347.0,728.0,6557.0,5598.0,10096.0,3057.0,718.0,8370.0
Jerryd Bayless,Milwaukee Bucks,def,4266.0,19387.0,5211.0,6466.0,5195.0,13010.0,3105.0,4227.0,8376.0,4852.0,12781.0,2680.0,3863.0,6948.0
Jerryd Bayless,Milwaukee Bucks,of,4578.0,18642.0,4569.0,6443.0,4985.0,12137.0,2703.0,3741.0,7262.0,4991.0,11422.0,2728.0,3817.0,7356.0
Jimmy Butler,Chicago Bulls,def,9430.0,26915.0,9095.0,16327.0,11258.0,25747.0,7461.0,2794.0,15316.0,12847.0,28048.0,7244.0,3949.0,18108.0
Jimmy Butler,Chicago Bulls,of,9304.0,25674.0,9203.0,16229.0,11490.0,25403.0,7167.0,2844.0,16235.0,12297.0,25901.0,7348.0,3706.0,17167.0
Joakim Noah,Chicago Bulls,def,8092.0,13020.0,11203.0,19024.0,3097.0,2426.0,502.0,27.0,5560.0,3678.0,2530.0,348.0,52.0,5881.0
Joakim Noah,Chicago Bulls,of,8180.0,13486.0,11553.0,21774.0,3003.0,2195.0,620.0,106.0,6155.0,3395.0,2392.0,428.0,3.0,5803.0
Jodie Meeks,Detroit Pistons,def,120.0,417.0,90.0,144.0,151.0,720.0,392.0,434.0,74.0,205.0,382.0,174.0,79.0,239.0
Jodie Meeks,Detroit Pistons,of,17.0,163.0,22.0,47.0,40.0,235.0,56.0,59.0,42.0,52.0,143.0,98.0,5.0,128.0
Joe Harris,Cleveland Cavaliers,def,73.0,306.0,61.0,114.0,146.0,292.0,84.0,227.0,204.0,124.0,235.0,177.0,426.0,183.0
Joe Harris,Cleveland Cavaliers,of,20.0,58.0,20.0,42.0,80.0,142.0,60.0,104.0,37.0,91.0,142.0,50.0,49.0,46.0
Joe Ingles,Utah Jazz,def,4085.0,11217.0,3651.0,4907.0,3935.0,9792.0,2449.0,4649.0,6200.0,4398.0,9240.0,2909.0,5662.0,6564.0
Joe Ingles,Utah Jazz,of,3831.0,10481.0,3702.0,6114.0,4161.0,9452.0,2628.0,5594.0,7870.0,4011.0,9423.0,2787.0,5143.0,6947.0
Joe Johnson,Brooklyn Nets,def,7607.0,18843.0,7993.0,12421.0,9480.0,28177.0,5652.0,7725.0,14064.0,11481.0,22716.0,7757.0,6070.0,18826.0
Joe Johnson,Brooklyn Nets,of,8526.0,20283.0,8577.0,14052.0,10409.0,28012.0,5968.0,6801.0,17426.0,12402.0,24010.0,6915.0,6444.0,18940.0
Joe Young,Indiana Pacers,def,992.0,3653.0,832.0,1050.0,1142.0,3374.0,919.0,425.0,1381.0,1058.0,2271.0,346.0,255.0,929.0
Joe Young,Indiana Pacers,of,991.0,4068.0,930.0,1137.0,980.0,2940.0,674.0,370.0,1023.0,1205.0,2625.0,485.0,346.0,1354.0
Joffrey Lauvergne,Denver Nuggets,def,6304.0,11412.0,9206.0,14067.0,3153.0,1615.0,804.0,369.0,5575.0,3213.0,1288.0,699.0,276.0,5331.0
Joffrey Lauvergne,Denver Nuggets,of,6068.0,10968.0,8302.0,12394.0,2793.0,2103.0,877.0,407.0,5396.0,2681.0,1430.0,823.0,301.0,4728.0
John Henson,Milwaukee Bucks,def,10618.0,15723.0,13531.0,20298.0,4702.0,2046.0,572.0,3.0,7340.0,6213.0,2095.0,893.0,86.0,8534.0
John Henson,Milwaukee Bucks,of,9084.0,12835.0,11866.0,15959.0,3755.0,1769.0,579.0,65.0,6162.0,5443.0,1477.0,644.0,13.0,7504.0
John Wall,Washington Wizards,def,10660.0,45066.0,9835.0,12833.0,11968.0,26784.0,5275.0,1943.0,12246.0,10565.0,24584.0,4332.0,2213.0,11376.0
John Wall,Washington Wizards,of,9979.0,45243.0,8616.0,11386.0,9945.0,23427.0,4117.0,1685.0,11611.0,9924.0,26328.0,4743.0,2255.0,11425.0
Johnny O'Bryant III,Milwaukee Bucks,def,6314.0,11196.0,7203.0,15202.0,4920.0,4143.0,2535.0,599.0,7599.0,4930.0,5289.0,3146.0,1244.0,6580.0
Johnny O'Bryant III,Milwaukee Bucks,of,5404.0,9197.0,6094.0,12168.0,4434.0,4028.0,2444.0,663.0,6404.0,4801.0,4545.0,2532.0,986.0,6080.0
Jon Leuer,Phoenix Suns,def,9749.0,19397.0,9973.0,18186.0,5153.0,4941.0,1764.0,853.0,9077.0,5827.0,5424.0,1605.0,1373.0,8541.0
Jon Leuer,Phoenix Suns,of,11197.0,21239.0,10396.0,18160.0,5506.0,4796.0,1399.0,442.0,8226.0,6939.0,5373.0,2156.0,1300.0,9658.0
Jonas Jerebko,Boston Celtics,def,6443.0,13923.0,6598.0,11225.0,4657.0,7490.0,3441.0,2621.0,7114.0,5155.0,6591.0,2479.0,2348.0,8094.0
Jonas Jerebko,Boston Celtics,of,4815.0,11104.0,5178.0,8971.0,4018.0,5314.0,1880.0,2123.0,5602.0,3733.0,3761.0,1184.0,937.0,5630.0
Jonas Valanciunas,Toronto Raptors,def,8601.0,14101.0,13622.0,25657.0,2033.0,864.0,663.0,31.0,7757.0,3641.0,915.0,350.0,2.0,5399.0
Jonas Valanciunas,Toronto Raptors,of,9216.0,15294.0,14260.0,27142.0,2660.0,1041.0,624.0,42.0,8459.0,3658.0,1089.0,309.0,33.0,5719.0
Jonathon Simmons,San Antonio Spurs,def,1722.0,6252.0,1735.0,3981.0,2623.0,7660.0,2067.0,2585.0,2998.0,2691.0,7185.0,2067.0,2400.0,3426.0
Jonathon Simmons,San Antonio Spurs,of,1707.0,5509.0,1504.0,3897.0,2469.0,6899.0,2171.0,1761.0,3129.0,2523.0,7251.0,2125.0,2491.0,3459.0
Jordan Clarkson,Los Angeles Lakers,def,9944.0,41696.0,9727.0,13824.0,10006.0,27902.0,6978.0,3737.0,11776.0,9927.0,23846.0,7331.0,3901.0,12411.0
Jordan Clarkson,Los Angeles Lakers,of,8620.0,36062.0,9080.0,13368.0,9147.0,26088.0,7321.0,4022.0,10429.0,9810.0,21729.0,6181.0,3999.0,12425.0
Jordan Mickey,Boston Celtics,def,146.0,191.0,137.0,261.0,13.0,76.0,4.0,0.0,59.0,71.0,13.0,14.0,0.0,110.0
Jordan Mickey,Boston Celtics,of,75.0,210.0,65.0,196.0,9.0,36.0,14.0,0.0,52.0,30.0,12.0,8.0,0.0,101.0
Jose Calderon,New York Knicks,def,9515.0,39378.0,8518.0,9424.0,9851.0,23757.0,4847.0,1663.0,11161.0,9170.0,18553.0,4185.0,1197.0,11637.0
Jose Calderon,New York Knicks,of,9073.0,39552.0,8176.0,9096.0,9751.0,22781.0,4697.0,1574.0,11783.0,9439.0,19865.0,4375.0,1735.0,11236.0
Josh McRoberts,Miami Heat,def,4005.0,7089.0,5019.0,6648.0,2298.0,2540.0,807.0,714.0,3844.0,2078.0,2706.0,594.0,220.0,3399.0
Josh McRoberts,Miami Heat,of,4355.0,7149.0,4054.0,5870.0,3062.0,3067.0,904.0,869.0,3962.0,2143.0,2494.0,676.0,399.0,2940.0
Josh Richardson,Miami Heat,def,1741.0,6020.0,1570.0,2645.0,2477.0,5595.0,1538.0,1751.0,2860.0,1936.0,4103.0,1384.0,1923.0,2422.0
Josh Richardson,Miami Heat,of,1500.0,4753.0,1096.0,1814.0,1625.0,3540.0,1125.0,1042.0,1953.0,1525.0,3111.0,1075.0,1093.0,1723.0
Josh Smith,Houston Rockets,def,201.0,579.0,310.0,639.0,106.0,136.0,6.0,0.0,71.0,294.0,288.0,24.0,0.0,342.0
Josh Smith,Houston Rockets,of,225.0,557.0,243.0,573.0,70.0,88.0,11.0,18.0,248.0,164.0,160.0,18.0,0.0,240.0
Josh Smith,Los Angeles Clippers,def,5260.0,11606.0,6392.0,11291.0,2083.0,2563.0,566.0,341.0,3675.0,3189.0,2814.0,754.0,723.0,4302.0
Josh Smith,Los Angeles Clippers,of,6379.0,12409.0,6788.0,12401.0,2340.0,2466.0,531.0,125.0,4097.0,3399.0,3119.0,732.0,580.0,5007.0
Jrue Holiday,New Orleans Pelicans,def,6590.0,23915.0,6293.0,8530.0,7064.0,16198.0,4374.0,1443.0,9698.0,7110.0,14271.0,4185.0,2028.0,8488.0
Jrue Holiday,New Orleans Pelicans,of,6175.0,22168.0,6324.0,8732.0,7226.0,16160.0,4319.0,1633.0,9220.0,6623.0,14614.0,3695.0,2000.0,8762.0
Julius Randle,Los Angeles Lakers,def,12108.0,22397.0,12804.0,26941.0,9584.0,12507.0,3771.0,423.0,13471.0,9777.0,11404.0,3202.0,496.0,13246.0
Julius Randle,Los Angeles Lakers,of,14043.0,25768.0,13805.0,29167.0,10114.0,13555.0,4244.0,485.0,14028.0,10465.0,11361.0,2552.0,288.0,14471.0
Justin Anderson,Dallas Mavericks,def,1065.0,2663.0,967.0,2117.0,1078.0,3468.0,745.0,1504.0,1712.0,1582.0,3025.0,902.0,1547.0,2412.0
Justin Anderson,Dallas Mavericks,of,754.0,2303.0,693.0,2128.0,1214.0,2672.0,698.0,951.0,1810.0,1427.0,2257.0,829.0,1095.0,2657.0
Justin Holiday,Atlanta Hawks,def,1278.0,3483.0,1622.0,3801.0,2081.0,5089.0,1071.0,1657.0,3381.0,2227.0,5912.0,1577.0,2703.0,4129.0
Justin Holiday,Atlanta Hawks,of,1185.0,2938.0,1174.0,2563.0,1715.0,4329.0,1264.0,1276.0,2805.0,1560.0,4811.0,1129.0,2382.0,2614.0
Justise Winslow,Miami Heat,def,8789.0,19492.0,8185.0,15276.0,8018.0,14385.0,5281.0,6750.0,12314.0,7950.0,14726.0,5386.0,8997.0,11477.0
Justise Winslow,Miami Heat,of,7617.0,18757.0,7922.0,14936.0,7303.0,13860.0,5732.0,7516.0,11551.0,8400.0,14515.0,5170.0,8819.0,12253.0
Jusuf Nurkic,Denver Nuggets,def,1142.0,2165.0,1633.0,2553.0,427.0,167.0,73.0,9.0,1234.0,566.0,226.0,40.0,26.0,786.0
Jusuf Nurkic,Denver Nuggets,of,1708.0,2470.0,2324.0,3489.0,765.0,348.0,59.0,14.0,1865.0,914.0,401.0,58.0,15.0,1346.0
Karl-Anthony Towns,Minnesota Timberwolves,def,21398.0,25833.0,25879.0,38060.0,11783.0,4960.0,1676.0,312.0,20943.0,9885.0,4069.0,1281.0,258.0,18483.0
Karl-Anthony Towns,Minnesota Timberwolves,of,19971.0,23908.0,23603.0,35481.0,10867.0,4537.0,957.0,257.0,19112.0,8897.0,3871.0,947.0,188.0,14919.0
Kawhi Leonard,San Antonio Spurs,def,6832.0,18687.0,8332.0,15813.0,9512.0,21558.0,6909.0,5125.0,14658.0,9556.0,23653.0,7516.0,5785.0,15856.0
Kawhi Leonard,San Antonio Spurs,of,7250.0,18596.0,8270.0,16053.0,10540.0,23960.0,8734.0,6431.0,15697.0,9135.0,25538.0,8436.0,6733.0,14267.0
Kelly Olynyk,Boston Celtics,def,10469.0,19470.0,13023.0,19067.0,5768.0,10026.0,1484.0,1401.0,9382.0,5426.0,10992.0,1493.0,1268.0,9415.0
Kelly Olynyk,Boston Celtics,of,10111.0,20258.0,13590.0,19544.0,5765.0,10345.0,1507.0,1217.0,11035.0,4829.0,9901.0,1607.0,1413.0,7909.0
Kelly Oubre Jr.,Washington Wizards,def,2560.0,6409.0,2994.0,7371.0,3095.0,9047.0,2200.0,2884.0,5694.0,3535.0,7201.0,2425.0,2864.0,6737.0
Kelly Oubre Jr.,Washington Wizards,of,2427.0,5244.0,2928.0,6094.0,2620.0,7304.0,1724.0,2782.0,4680.0,2499.0,6258.0,1796.0,3534.0,4717.0
Kemba Walker,Charlotte Hornets,def,13111.0,53667.0,11825.0,14839.0,12112.0,26164.0,5080.0,2719.0,12762.0,12122.0,25009.0,4235.0,2498.0,11950.0
Kemba Walker,Charlotte Hornets,of,12263.0,55918.0,11419.0,14079.0,11757.0,26785.0,4111.0,2104.0,11279.0,12315.0,24872.0,4324.0,2574.0,12363.0
Kenneth Faried,Denver Nuggets,def,14808.0,24542.0,18031.0,29786.0,4985.0,2164.0,941.0,62.0,13767.0,5873.0,1788.0,781.0,55.0,10799.0
Kenneth Faried,Denver Nuggets,of,16090.0,25964.0,19311.0,30953.0,5916.0,2083.0,1151.0,236.0,14342.0,5885.0,1816.0,1025.0,146.0,9827.0
Kent Bazemore,Atlanta Hawks,def,5332.0,18759.0,6015.0,12723.0,7602.0,20536.0,5766.0,4834.0,10134.0,7327.0,20501.0,5243.0,6554.0,10077.0
Kent Bazemore,Atlanta Hawks,of,5146.0,19227.0,6173.0,13497.0,8118.0,21919.0,6360.0,5224.0,11320.0,7407.0,20999.0,5819.0,7104.0,10986.0
Kentavious Caldwell-Pope,Detroit Pistons,def,10007.0,27769.0,7397.0,10251.0,11432.0,38539.0,11855.0,12295.0,9943.0,12986.0,26080.0,10150.0,4809.0,12574.0
Kentavious Caldwell-Pope,Detroit Pistons,of,10209.0,30094.0,7403.0,11547.0,11566.0,40003.0,12666.0,15422.0,10381.0,11878.0,25287.0,10226.0,4687.0,14061.0
Kevin Durant,Oklahoma City Thunder,def,10254.0,30535.0,10243.0,16616.0,10675.0,14335.0,4122.0,451.0,18056.0,11046.0,22327.0,5164.0,3184.0,18001.0
Kevin Durant,Oklahoma City Thunder,of,10820.0,32182.0,9951.0,17016.0,10129.0,14386.0,3774.0,827.0,17235.0,11112.0,21856.0,5172.0,3259.0,18620.0
Kevin Love,Cleveland Cavaliers,def,13556.0,23383.0,14468.0,27093.0,7910.0,11407.0,2844.0,3179.0,13330.0,7931.0,10010.0,2233.0,2409.0,12356.0
Kevin Love,Cleveland Cavaliers,of,13203.0,22861.0,14161.0,28242.0,6654.0,10700.0,2687.0,2780.0,13631.0,7727.0,8590.0,2311.0,1716.0,11846.0
Khris Middleton,Milwaukee Bucks,def,9079.0,24344.0,8779.0,16819.0,11617.0,29063.0,8478.0,8625.0,17005.0,11924.0,24825.0,7415.0,7598.0,20031.0
Khris Middleton,Milwaukee Bucks,of,8774.0,25420.0,8584.0,16111.0,12232.0,26442.0,8440.0,7020.0,19634.0,9717.0,22568.0,5747.0,6529.0,17244.0
Klay Thompson,Golden State Warriors,def,8694.0,22330.0,6400.0,13809.0,12358.0,30320.0,8748.0,4913.0,14172.0,12838.0,25890.0,8011.0,4968.0,16252.0
Klay Thompson,Golden State Warriors,of,7806.0,20591.0,6191.0,12032.0,11552.0,28377.0,8606.0,4216.0,13481.0,10743.0,25000.0,6927.0,5578.0,14682.0
Kosta Koufos,Sacramento Kings,def,12536.0,16651.0,18368.0,30642.0,4610.0,1894.0,803.0,99.0,16231.0,4009.0,1692.0,817.0,98.0,11208.0
Kosta Koufos,Sacramento Kings,of,12085.0,17108.0,18107.0,27810.0,4069.0,1578.0,712.0,128.0,14639.0,4270.0,1419.0,698.0,85.0,10967.0
Kristaps Porzingis,New York Knicks,def,14867.0,29948.0,20655.0,32002.0,7370.0,8309.0,3257.0,311.0,16680.0,7144.0,6965.0,3308.0,629.0,16476.0
Kristaps Porzingis,New York Knicks,of,14938.0,28469.0,20721.0,29254.0,6313.0,6759.0,2699.0,380.0,15448.0,7990.0,7955.0,3432.0,586.0,16209.0
Kyle Anderson,San Antonio Spurs,def,3612.0,7250.0,3677.0,6086.0,3875.0,9421.0,2557.0,3691.0,6621.0,4037.0,8466.0,2403.0,2857.0,6756.0
Kyle Anderson,San Antonio Spurs,of,2667.0,4869.0,2477.0,4865.0,2903.0,7167.0,2135.0,3814.0,4347.0,2864.0,5433.0,1927.0,2551.0,5687.0
Kyle Korver,Atlanta Hawks,def,6546.0,18851.0,6884.0,14052.0,8986.0,28986.0,6681.0,9452.0,15093.0,8744.0,19831.0,6447.0,5383.0,14592.0
Kyle Korver,Atlanta Hawks,of,7195.0,19555.0,6736.0,14661.0,8050.0,27718.0,6794.0,8982.0,14681.0,8796.0,19102.0,6215.0,5203.0,15093.0
Kyle Lowry,Toronto Raptors,def,11642.0,49588.0,10996.0,18338.0,10492.0,28549.0,4970.0,3442.0,14380.0,11195.0,22375.0,4547.0,2709.0,15020.0
Kyle Lowry,Toronto Raptors,of,12044.0,50410.0,11740.0,14679.0,10757.0,30383.0,4603.0,3450.0,12654.0,10931.0,20884.0,4140.0,2426.0,13548.0
Kyle O'Quinn,New York Knicks,def,4932.0,9642.0,7826.0,14666.0,1803.0,878.0,247.0,43.0,6266.0,1554.0,523.0,478.0,29.0,5181.0
Kyle O'Quinn,New York Knicks,of,4065.0,9760.0,7135.0,13545.0,1425.0,1042.0,415.0,66.0,5738.0,1389.0,874.0,667.0,91.0,5355.0
Kyle Singler,Oklahoma City Thunder,def,2423.0,5942.0,2844.0,4416.0,2359.0,4655.0,2166.0,3784.0,4841.0,2701.0,4533.0,2485.0,3411.0,3701.0
Kyle Singler,Oklahoma City Thunder,of,2693.0,5669.0,2773.0,4657.0,2857.0,5058.0,2210.0,3952.0,5034.0,2459.0,4465.0,2414.0,3458.0,4893.0
Kyrie Irving,Cleveland Cavaliers,def,2033.0,9802.0,1754.0,2762.0,2352.0,7271.0,1165.0,756.0,2720.0,2201.0,5541.0,1143.0,611.0,2737.0
Kyrie Irving,Cleveland Cavaliers,of,1895.0,8171.0,1559.0,2943.0,2030.0,5364.0,1371.0,665.0,2331.0,2072.0,5328.0,1417.0,731.0,2100.0
LaMarcus Aldridge,San Antonio Spurs,def,15337.0,23513.0,16942.0,29331.0,7609.0,2886.0,1593.0,222.0,16759.0,6398.0,2110.0,1699.0,215.0,12219.0
LaMarcus Aldridge,San Antonio Spurs,of,17866.0,29337.0,18906.0,34187.0,8717.0,3316.0,2433.0,126.0,20372.0,7906.0,2733.0,2419.0,190.0,13988.0
Lance Stephenson,Los Angeles Clippers,def,2429.0,7071.0,2128.0,5497.0,4167.0,7285.0,3616.0,3689.0,6406.0,3676.0,7440.0,3534.0,4551.0,6824.0
Lance Stephenson,Los Angeles Clippers,of,2480.0,7926.0,2447.0,5101.0,3984.0,7093.0,3331.0,2522.0,6023.0,4022.0,9157.0,4038.0,5645.0,6850.0
Lance Thomas,New York Knicks,def,6605.0,14180.0,6019.0,10720.0,6402.0,11309.0,6044.0,3986.0,11605.0,6978.0,10249.0,5195.0,3097.0,11668.0
Lance Thomas,New York Knicks,of,7417.0,15232.0,5674.0,10806.0,6754.0,11574.0,6542.0,3891.0,10988.0,7002.0,11389.0,6232.0,4440.0,11571.0
Langston Galloway,New York Knicks,def,6598.0,30954.0,6577.0,9097.0,8626.0,18126.0,6564.0,2413.0,9496.0,7979.0,16186.0,5644.0,3003.0,9583.0
Langston Galloway,New York Knicks,of,7571.0,29564.0,7138.0,8002.0,9158.0,18339.0,6472.0,2337.0,7966.0,7997.0,17502.0,6012.0,2594.0,9362.0
Larry Nance Jr.,Los Angeles Lakers,def,11476.0,16877.0,12292.0,18448.0,7667.0,4544.0,4560.0,716.0,11203.0,7054.0,3526.0,3308.0,441.0,11542.0
